Date,Open,High,Low,Close,Adj Close,Volume
2003-10-16,46.070000,46.340000,45.500000,45.730000,28.318439,2537200
2003-10-17,45.950001,46.099998,45.730000,45.900002,28.423714,2261200
2003-10-20,46.000000,46.060001,45.580002,46.020000,28.498020,2095500
2003-10-21,46.200001,46.200001,45.770000,46.029999,28.504221,1741600
2003-10-22,45.930000,45.930000,45.250000,45.299999,28.052166,2392400
2003-10-23,45.299999,45.860001,45.029999,45.669998,28.281281,1938900
2003-10-24,45.669998,46.520000,45.200001,46.520000,28.807644,3030300
2003-10-27,46.400002,46.599998,46.009998,46.290001,28.665224,1770400
2003-10-28,46.959999,47.099998,45.270000,45.509998,28.182198,4122300
2003-10-29,46.500000,46.980000,46.029999,46.939999,29.067738,2881100
2003-10-30,46.939999,47.950001,46.820000,46.919998,29.055353,3039000
